,NTD ID,Legacy NTD ID,Agency,Mode,TOS,Status,Reporter Type,Organization Type,HQ City,HQ State,UZA,UZA Name,UZA SQ Miles,UZA Population,Service Area Population,Service Area SQ Miles,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY
16,3,0003,Pierce County Transportation Benefit Area Authority,VP,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,LAKEWOOD,WA,14.0,"Seattle, WA",1010.0,3059393.0,575963.0,292.0,2021,12,2021,9885330.0,323089.0,30.5963062809319,1321152.0,3485434.0,10.787844835324,4.08912714453293
17,5,0005,City of Everett,DR,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,110629.0,34.0,2021,12,2021,231140.0,51780.0,4.46388567014291,92388.0,5045195.0,97.4352066434917,1.78424101969873
18,5,0005,City of Everett,MB,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,110629.0,34.0,2021,12,2021,2992866.0,761882.0,3.9282539815877,638118.0,14827456.0,19.4616174158203,0.837554896952547
19,6,0006,City of Yakima,CB,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",YAKIMA,WA,248.0,"Yakima, WA",60.0,129534.0,100715.0,33.0,2021,12,2021,308132.0,9281.0,33.2003016916281,155218.0,491581.0,52.9663829328736,16.7242754013576
20,6,0006,City of Yakima,DR,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",YAKIMA,WA,248.0,"Yakima, WA",60.0,129534.0,100715.0,33.0,2021,12,2021,116436.0,35974.0,3.23667092900428,78311.0,1496151.0,41.5897870684383,2.17687774503808
21,6,0006,City of Yakima,MB,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",YAKIMA,WA,248.0,"Yakima, WA",60.0,129534.0,100715.0,33.0,2021,12,2021,1981888.0,472252.0,4.19667465675106,266417.0,7096689.0,15.0273349821705,0.564141602364839
22,6,0006,City of Yakima,VP,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",YAKIMA,WA,248.0,"Yakima, WA",60.0,129534.0,100715.0,33.0,2021,12,2021,162002.0,3355.0,48.2867362146051,17591.0,72901.0,21.7290611028316,5.24321907600596
23,7,0007,Lane Transit District,DR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EUGENE,OR,151.0,"Eugene, OR",87.0,247421.0,317600.0,482.0,2021,6,2021,403241.0,66229.0,6.08858657083755,104744.0,2882935.0,43.5297981246886,1.58154282867022
24,7,0007,Lane Transit District,DR,TX,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EUGENE,OR,151.0,"Eugene, OR",87.0,247421.0,317600.0,482.0,2021,6,2021,2339272.0,218423.0,10.7098245148176,8762361.0,4591537.0,21.021307279911,40.1164758290107
25,7,0007,Lane Transit District,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EUGENE,OR,151.0,"Eugene, OR",87.0,247421.0,317600.0,482.0,2021,6,2021,8909636.0,2184580.0,4.07842056596691,406034.0,27603923.0,12.6358032207564,0.185863644270295
26,7,0007,Lane Transit District,MB,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EUGENE,OR,151.0,"Eugene, OR",87.0,247421.0,317600.0,482.0,2021,6,2021,237122.0,10434.0,22.7258961088748,15522.0,399072.0,38.2472685451409,1.48763657274296
27,7,0007,Lane Transit District,RB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EUGENE,OR,151.0,"Eugene, OR",87.0,247421.0,317600.0,482.0,2021,6,2021,4834019.0,1807241.0,2.67480596113081,369346.0,13344469.0,7.38389013972127,0.204370086778686
28,7,0007,Lane Transit District,VP,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EUGENE,OR,151.0,"Eugene, OR",87.0,247421.0,317600.0,482.0,2021,6,2021,171042.0,2726.0,62.7446808510638,34916.0,54863.0,20.1258253851798,12.8085106382979
29,8,0008,Tri-County Metropolitan Transportation District of Oregon,CR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,Portland,OR,24.0,"Portland, OR-WA",524.0,1849898.0,1577164.0,383.0,2021,6,2021,,,,,,,
30,8,0008,Tri-County Metropolitan Transportation District of Oregon,DR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,Portland,OR,24.0,"Portland, OR-WA",524.0,1849898.0,1577164.0,383.0,2021,6,2021,1812134.0,244846.0,7.4011174370829,1072280.0,20995421.0,85.7494956013168,4.37940583060373
31,8,0008,Tri-County Metropolitan Transportation District of Oregon,DR,TX,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,Portland,OR,24.0,"Portland, OR-WA",524.0,1849898.0,1577164.0,383.0,2021,6,2021,279152.0,23470.0,11.8939923306349,101940.0,1485637.0,63.2994034938219,4.34341712824883
32,8,0008,Tri-County Metropolitan Transportation District of Oregon,LR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,Portland,OR,24.0,"Portland, OR-WA",524.0,1849898.0,1577164.0,383.0,2021,6,2021,77157997.0,14817505.0,5.20721923157779,15027158.0,162592118.0,10.9729754098278,1.01414900821697
33,8,0008,Tri-County Metropolitan Transportation District of Oregon,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,Portland,OR,24.0,"Portland, OR-WA",524.0,1849898.0,1577164.0,383.0,2021,6,2021,98687208.0,25137970.0,3.92582249083757,23267151.0,310123997.0,12.3368751335132,0.925577960352407
34,8,0008,Tri-County Metropolitan Transportation District of Oregon,SR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,Portland,OR,24.0,"Portland, OR-WA",524.0,1849898.0,1577164.0,383.0,2021,6,2021,,,,,,,
35,8,0008,Tri-County Metropolitan Transportation District of Oregon,YR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,Portland,OR,24.0,"Portland, OR-WA",524.0,1849898.0,1577164.0,383.0,2021,6,2021,675964.0,84742.0,7.97672936678388,60066.0,7500286.0,88.5073045243209,0.70881027117604
36,11,0011,Valley Regional Transit,DR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,108.0,"Boise City, ID",134.0,349684.0,737790.0,66.0,2021,9,2021,,,,,,,
37,11,0011,Valley Regional Transit,DR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,108.0,"Boise City, ID",134.0,349684.0,737790.0,66.0,2021,9,2021,519023.0,95260.0,5.44848834768003,62325.0,5057913.0,53.0958744488768,0.654262019735461
38,11,0011,Valley Regional Transit,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,108.0,"Boise City, ID",134.0,349684.0,737790.0,66.0,2021,9,2021,,,,,,,
39,11,0011,Valley Regional Transit,MB,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,MERIDIAN,ID,108.0,"Boise City, ID",134.0,349684.0,737790.0,66.0,2021,9,2021,3840376.0,829122.0,4.6318587614368,491260.0,12337736.0,14.8804832099498,0.592506289786063
40,12,0012,Municipality of Anchorage,DR,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,149.0,"Anchorage, AK",85.0,251243.0,291247.0,77.0,2021,12,2021,525439.0,89838.0,5.84873884102496,362099.0,5282515.0,58.8004519245753,4.03057726129255
41,12,0012,Municipality of Anchorage,MB,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,149.0,"Anchorage, AK",85.0,251243.0,291247.0,77.0,2021,12,2021,8780460.0,1953114.0,4.49562083933657,2301007.0,29781871.0,15.2484038310104,1.17812221918434
42,12,0012,Municipality of Anchorage,MB,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,149.0,"Anchorage, AK",85.0,251243.0,291247.0,77.0,2021,12,2021,,,,,,,
43,12,0012,Municipality of Anchorage,VP,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",ANCHORAGE,AK,149.0,"Anchorage, AK",85.0,251243.0,291247.0,77.0,2021,12,2021,6278401.0,150954.0,41.5914848231912,1093247.0,1092201.0,7.23532334353512,7.24225260675438
44,16,0016,RiverCities Transit,CB,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,431.0,"Longview, WA-OR",33.0,63952.0,61598.0,31.0,2021,12,2021,,,,,,,
45,16,0016,RiverCities Transit,DR,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,431.0,"Longview, WA-OR",33.0,63952.0,61598.0,31.0,2021,12,2021,79231.0,26071.0,3.03904721721453,16530.0,1320469.0,50.6489586130183,0.634037819799778
46,16,0016,RiverCities Transit,MB,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,431.0,"Longview, WA-OR",33.0,63952.0,61598.0,31.0,2021,12,2021,724132.0,169320.0,4.27670682730924,88967.0,3288329.0,19.4207949444838,0.525437042286794
47,16,0016,RiverCities Transit,VP,DO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",LONGVIEW,WA,431.0,"Longview, WA-OR",33.0,63952.0,61598.0,31.0,2021,12,2021,,,,,,,
48,18,0018,Ben Franklin Transit,DR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,171.0,"Kennewick-Pasco, WA",102.0,210975.0,307750.0,616.0,2021,12,2021,1268501.0,173407.0,7.31516605442687,37965.0,11608104.0,66.9413806824407,0.218935798439509
49,18,0018,Ben Franklin Transit,DR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,171.0,"Kennewick-Pasco, WA",102.0,210975.0,307750.0,616.0,2021,12,2021,357249.0,54767.0,6.52307046213961,6251.0,1676417.0,30.6099841145215,0.114138075848595
50,18,0018,Ben Franklin Transit,DR,TX,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,171.0,"Kennewick-Pasco, WA",102.0,210975.0,307750.0,616.0,2021,12,2021,,,,,,,
51,18,0018,Ben Franklin Transit,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,171.0,"Kennewick-Pasco, WA",102.0,210975.0,307750.0,616.0,2021,12,2021,5958434.0,1415305.0,4.20999996467193,143653.0,21896242.0,15.4710412243297,0.101499676748121
52,18,0018,Ben Franklin Transit,VP,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,RICHLAND,WA,171.0,"Kennewick-Pasco, WA",102.0,210975.0,307750.0,616.0,2021,12,2021,5359301.0,153560.0,34.9003711904142,549690.0,1504428.0,9.79700442823652,3.57964313623339
53,19,0019,Intercity Transit,CB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,195.0,"Olympia-Lacey, WA",106.0,176617.0,198000.0,101.0,2021,12,2021,697111.0,33157.0,21.024549868806,,709211.0,21.3894803510571,
54,19,0019,Intercity Transit,DR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,195.0,"Olympia-Lacey, WA",106.0,176617.0,198000.0,101.0,2021,12,2021,723671.0,115286.0,6.2771802300366,,14371857.0,124.662639002134,
55,19,0019,Intercity Transit,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,195.0,"Olympia-Lacey, WA",106.0,176617.0,198000.0,101.0,2021,12,2021,9174547.0,2287878.0,4.01006828161292,,29694801.0,12.9791890127009,
56,19,0019,Intercity Transit,VP,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,OLYMPIA,WA,195.0,"Olympia-Lacey, WA",106.0,176617.0,198000.0,101.0,2021,12,2021,6176979.0,178904.0,34.5267797254393,301631.0,2316905.0,12.9505488977329,1.6859936055091
57,20,0020,Kitsap Transit,DR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,180.0,"Bremerton, WA",136.0,198979.0,254183.0,396.0,2021,12,2021,1050416.0,151029.0,6.95506161068404,156148.0,12980709.0,85.9484536082474,1.03389415277861
58,20,0020,Kitsap Transit,DR,TX,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,180.0,"Bremerton, WA",136.0,198979.0,254183.0,396.0,2021,12,2021,20142.0,1991.0,10.1165243596183,4092.0,147574.0,74.1205424409844,2.05524861878453
59,20,0020,Kitsap Transit,FB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,180.0,"Bremerton, WA",136.0,198979.0,254183.0,396.0,2021,12,2021,5366829.0,562589.0,9.53951996928486,2098269.0,13769540.0,24.4753096843344,3.72966588397569
60,20,0020,Kitsap Transit,FB,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,180.0,"Bremerton, WA",136.0,198979.0,254183.0,396.0,2021,12,2021,,,,,,,
61,20,0020,Kitsap Transit,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,180.0,"Bremerton, WA",136.0,198979.0,254183.0,396.0,2021,12,2021,4993449.0,946001.0,5.27848173522015,1889919.0,26646477.0,28.1674934804509,1.99779809957918
62,20,0020,Kitsap Transit,VP,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BREMERTON,WA,180.0,"Bremerton, WA",136.0,198979.0,254183.0,396.0,2021,12,2021,1278049.0,63723.0,20.056321893194,134449.0,847124.0,13.2938499442901,2.10989752522637
63,21,0021,Whatcom Transportation Authority,DR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,275.0,"Bellingham, WA",48.0,114473.0,225928.0,776.0,2021,12,2021,636624.0,134308.0,4.74003037793728,38926.0,11357629.0,84.564054263335,0.289826369240849
64,21,0021,Whatcom Transportation Authority,DR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,275.0,"Bellingham, WA",48.0,114473.0,225928.0,776.0,2021,12,2021,,,,,,,
65,21,0021,Whatcom Transportation Authority,DR,TX,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,275.0,"Bellingham, WA",48.0,114473.0,225928.0,776.0,2021,12,2021,,,,,,,
66,21,0021,Whatcom Transportation Authority,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,275.0,"Bellingham, WA",48.0,114473.0,225928.0,776.0,2021,12,2021,5328249.0,1714220.0,3.10826440013534,590632.0,23263325.0,13.5707931304033,0.344548541027406
67,21,0021,Whatcom Transportation Authority,VP,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,BELLINGHAM,WA,275.0,"Bellingham, WA",48.0,114473.0,225928.0,776.0,2021,12,2021,561894.0,15874.0,35.3971273781026,55273.0,115881.0,7.30005039687539,3.48198311704674
68,22,0022,City of Pocatello,DR,DO,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",POCATELLO,ID,395.0,"Pocatello, ID",31.0,69809.0,169849.0,27.0,2021,9,2021,,,,,,,
69,22,0022,City of Pocatello,MB,DO,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",POCATELLO,ID,395.0,"Pocatello, ID",31.0,69809.0,169849.0,27.0,2021,9,2021,,,,,,,
70,23,0023,City of Seattle,MG,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",SEATTLE,WA,14.0,"Seattle, WA",1010.0,3059393.0,753655.0,83.0,2021,12,2021,600185.0,666872.0,0.900000299907628,1775653.0,2849397.0,4.27277948391895,2.66265940090452
71,23,0023,City of Seattle,MO,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",SEATTLE,WA,14.0,"Seattle, WA",1010.0,3059393.0,753655.0,83.0,2021,12,2021,,,,,,,
72,24,0024,Clark County Public Transportation Benefit Area Authority,CB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,24.0,"Portland, OR-WA",524.0,1849898.0,445744.0,143.0,2021,12,2021,,,,,,,
73,24,0024,Clark County Public Transportation Benefit Area Authority,DR,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,24.0,"Portland, OR-WA",524.0,1849898.0,445744.0,143.0,2021,12,2021,915470.0,124066.0,7.37889510421872,167678.0,9131444.0,73.601502426128,1.35152257669305
74,24,0024,Clark County Public Transportation Benefit Area Authority,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,24.0,"Portland, OR-WA",524.0,1849898.0,445744.0,143.0,2021,12,2021,16816850.0,3314833.0,5.0732118329943,2504528.0,42459872.0,12.8090531257532,0.755551787978459
75,24,0024,Clark County Public Transportation Benefit Area Authority,VP,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,VANCOUVER,WA,24.0,"Portland, OR-WA",524.0,1849898.0,445744.0,143.0,2021,12,2021,509916.0,20666.0,24.6741507790574,106945.0,283889.0,13.7370076454079,5.17492499758057
76,25,0025,Salem Area Mass Transit District,DR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,SALEM,OR,156.0,"Salem, OR",76.0,236632.0,230118.0,68.0,2021,6,2021,301673.0,58208.0,5.1826724848818,221799.0,5420831.0,93.1286249312809,3.81045560747664
77,25,0025,Salem Area Mass Transit District,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,SALEM,OR,156.0,"Salem, OR",76.0,236632.0,230118.0,68.0,2021,6,2021,5259782.0,1718883.0,3.06000001163546,,31036925.0,18.0564500317939,
78,25,0025,Salem Area Mass Transit District,MB,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,SALEM,OR,156.0,"Salem, OR",76.0,236632.0,230118.0,68.0,2021,6,2021,845237.0,56948.0,14.8422596052539,,1867590.0,32.7946547727752,
79,25,0025,Salem Area Mass Transit District,VP,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,SALEM,OR,156.0,"Salem, OR",76.0,236632.0,230118.0,68.0,2021,6,2021,698116.0,22514.0,31.0080838589322,150891.0,153883.0,6.83499156080661,6.7020964733055
80,28,0028,County of Pierce,FB,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",TACOMA,WA,14.0,"Seattle, WA",1010.0,3059393.0,925708.0,233.0,2021,12,2021,1772060.0,450737.0,3.93147223325354,2912305.0,4982498.0,11.0541135961769,6.46120686786308
81,29,0029,Snohomish County Public Transportation Benefit Area Corporation,CB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,804287.0,258.0,2021,12,2021,3834420.0,247087.0,15.518501580415,836626.0,12111459.0,49.0169818727816,3.38595717297956
82,29,0029,Snohomish County Public Transportation Benefit Area Corporation,CB,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,804287.0,258.0,2021,12,2021,5823405.0,314172.0,18.5357224704939,3575983.0,10941644.0,34.8269228320792,11.3822460308366
83,29,0029,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,804287.0,258.0,2021,12,2021,829521.0,85059.0,9.75230134377315,223654.0,7725100.0,90.8204893074219,2.62939841756898
84,29,0029,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,804287.0,258.0,2021,12,2021,24564872.0,4000232.0,6.14086183001386,3706721.0,79800613.0,19.9489962082199,0.926626505662672
85,29,0029,Snohomish County Public Transportation Benefit Area Corporation,MB,PT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,804287.0,258.0,2021,12,2021,,,,,,,
86,29,0029,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,EVERETT,WA,14.0,"Seattle, WA",1010.0,3059393.0,804287.0,258.0,2021,12,2021,5238760.0,227847.0,22.9924466857145,1784087.0,2844848.0,12.4857821257247,7.83019745706549
87,33,0R03-021,Senior Services of Snohomish County,DR,DO,Inactive,Full Reporter: Operating,?,LYNNWOOD,WA,14.0,"Seattle, WA",954.0,2712205.0,,,2007,12,2008,2121642.0,211108.0,10.0500312636186,243329.0,5865066.0,27.7823010023306,1.15262803872899
88,34,0034,Rogue Valley Transportation District,DR,DO,Active,Full Reporter: Operating/Building,Independent Public Agency or Authority of Transit Service,MEDFORD,OR,213.0,"Medford, OR",65.0,154081.0,173199.0,78.0,2021,6,2021,,,,,,,
89,34,0034,Rogue Valley Transportation District,DR,PT,Active,Full Reporter: Operating/Building,Independent Public Agency or Authority of Transit Service,MEDFORD,OR,213.0,"Medford, OR",65.0,154081.0,173199.0,78.0,2021,6,2021,201086.0,34233.0,5.87403966932492,81837.0,2436537.0,71.1750942073438,2.39058802909473
90,34,0034,Rogue Valley Transportation District,MB,DO,Active,Full Reporter: Operating/Building,Independent Public Agency or Authority of Transit Service,MEDFORD,OR,213.0,"Medford, OR",65.0,154081.0,173199.0,78.0,2021,6,2021,3190890.0,571844.0,5.58000083938976,676054.0,12913336.0,22.5819209434741,1.18223501514399
91,34,0034,Rogue Valley Transportation District,VP,PT,Active,Full Reporter: Operating/Building,Independent Public Agency or Authority of Transit Service,MEDFORD,OR,213.0,"Medford, OR",65.0,154081.0,173199.0,78.0,2021,6,2021,,,,,,,
